Id,Name,Shape Library,Page ID,Contained By,Group,Line Source,Line Destination,Source Arrow,Destination Arrow,Text Area 1,Text Area 2,argument_public,argument_referent,be_developed,be_instanciated,description_module_reference,family,file_module_reference,id,module_reference,number_link,summary,type
194,Imported Shape,,173,,,,,,,Performance + Clinical Info,With additional information expert performance improved but the network remained as good as the best 5 experts and outperformed the other 3.,true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
195,Imported Shape,,173,,,,,,,Classification Performance Evidence,Results on Patient Referral Decisions (Figure 3),true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
196,Imported Shape,,173,,,,,,,Gold Standard,Gold standard obtained by examining clinical records to determine the final diagnosis and optimal referral pathway,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
197,Imported Shape,,173,,,,,,,Clinical Setting,"Triage in an ophthalmology referral pathway at Moorfields Eye Hospital, with more than 50 common diagnoses",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
198,Imported Shape,,173,,,,,,,Test Data,997 included in the gold standard (not included in training dataset ),true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
199,Imported Shape,,173,,,,,,,"Clinical Impact Weighting
","By weighted different types of diagnostic errors, performance was not achieved at cost of missing clinically important sight-threatening diagnoses",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
200,Imported Shape,,173,,,,,,,Device Independence evidence,"Performance Results 
(Table 1)",true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
201,Imported Shape,,173,,,,,,,Transition between Networks,Segmentation network produces device-independent tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
202,Imported Shape,,173,,,,,,,Device Independence Training Data,Scans from two different devices Topcon 3D  (877) and Spectralis (152),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
203,Imported Shape,,173,,,,,,,Training Device Strategy,Argument by training segmentation network on scans from 2 different devices,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
204,Imported Shape,,173,,,,,,,Device Independence Results,An Area Under ROC Curve (AUC) of 99.21 and 99.93 is achieved respectively for the 1st and the 2nd device considering urgent referral,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
205,Imported Shape,,173,,,,,,,Device Independence Test Data,Scans from two different devices Topcon 3D  (997) and Spectralis (116),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
206,Imported Shape,,173,,,,,,,Device Independence ,"Ability to build a tissue segmentation map independent from the OCT scan device, making classification network device independent",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
207,Imported Shape,,173,,,,,,,Automated Segmentation  Evidence,"Results of Segmentation Network 
( Figure 2 and Supplementary Figure 13)",true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
208,Imported Shape,,173,,,,,,,Classification Network,3-dimensional version of dense blocks  using 3 × 3 × 1 and 1 × 1 × 3 convolutions,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
209,Imported Shape,,173,,,,,,,Experts Profiles,"Per OCT, 3–5 slices, best representing pathological features, were selected and manually segmented by trained
ophthalmologists. They were then reviewed and edited
by a senior ophthalmologist.",true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
210,Imported Shape,,173,,,,,,, Data," 1,101 scans from device type 1 and a 264 scans from device type 2.",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
211,Imported Shape,,173,,,,,,,Training strategy,"Five instances for both networks are trained, with a different order of input and random weight inizializations. Combining the outputs we have 25 classification outputs per scan. Results reported are obtained after averaging the probabilities estimated by these models.",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
212,Imported Shape,,173,,,,,,,Device Independence Validation Data,Scans from two different devices Topcon 3D  (224) and Spectralis (112),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
213,Imported Shape,,173,,,,,,,Validation Data,993 graded by three junior graders. Disagreement in clinical labels arbitrated by a senior grader. ,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
214,Line,,173,,,175,197,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
215,Line,,173,,,175,176,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
216,Line,,173,,,175,177,None,Arrow,,,,,,,,solved_by,,,,1,,3
217,Line,,173,,,177,174,None,Arrow,,,,,,,,solved_by,,,,1,,3
218,Line,,173,,,174,179,None,Arrow,,,,,,,,solved_by,,,,1,,3
219,Line,,173,,,174,178,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
220,Line,,173,,,174,180,None,Hollow Arrow,,,,,,,,,,,,,,
221,Line,,173,,,177,181,None,Arrow,,,,,,,,,,,,,,
222,Line,,173,,,181,182,None,Arrow,,,,,,,,,,,,,,
223,Line,,173,,,181,184,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
224,Line,,173,,,177,183,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
225,Line,,173,,,190,185,None,Arrow,,,,,,,,,,,,,,
226,Line,,173,,,185,207,None,Arrow,,,,,,,,,,,,,,
227,Line,,173,,,189,186,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
228,Line,,173,,,182,190,None,Arrow,,,,,,,,,,,,,,
229,Line,,173,,,187,188,None,Arrow,,,,,,,,,,,,,,
230,Line,,173,,,181,189,None,Arrow,,,,,,,,,,,,,,
231,Line,,173,,,190,187,None,Arrow,,,,,,,,,,,,,,
232,Line,,173,,,187,192,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
233,Line,,173,,,174,193,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
234,Line,,173,,,174,194,None,Arrow,,,,,,,,solved_by,,,,1,,3
235,Line,,173,,,194,195,None,Arrow,,,,,,,,solved_by,,,,1,,3
236,Line,,173,,,174,196,None,Hollow Arrow,,,,,,,,,,,,,,
237,Line,,173,,,174,198,None,Hollow Arrow,,,,,,,,,,,,,,
238,Line,,173,,,179,195,None,Arrow,,,,,,,,solved_by,,,,1,,3
239,Line,,173,,,174,199,None,Hollow Arrow,,,,,,,,,,,,,,
240,Line,,173,,,203,204,None,Arrow,,,,,,,,,,,,,,
241,Line,,173,,,201,203,None,Arrow,,,,,,,,,,,,,,
242,Line,,173,,,204,200,None,Arrow,,,,,,,,,,,,,,
243,Line,,173,,,203,202,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
244,Line,,173,,,203,205,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
245,Line,,173,,,201,206,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
246,Line,,173,,,177,201,None,Arrow,,,,,,,,,,,,,,
247,Line,,173,,,177,208,None,Hollow Arrow,,,,,,,,,,,,,,
248,Line,,173,,,182,209,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
249,Line,,173,,,182,210,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
250,Line,,173,,,177,211,None,Hollow Arrow,,,,,,,,,,,,,,
251,Line,,173,,,203,212,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
252,Line,,173,,,,213,None,Hollow Arrow,,,,,,,,,,,,,,
253,Page,,,,,,,,,With 2 branches,,,,,,,,,,,,,
254,Imported Shape,,253,,,,,,,Classification Network Claim,Classification network achieves or exceeds expert performance with tissue segmentation maps as input,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
255,Imported Shape,,253,,,,,,,ML Assurance Claim,Automated Retinal Diagnosis provides the correct diagnosis and referral in the defined clinical setting ,true,,true,true,,goal,,HIT Safety ,,,Health IT is safe to use in the defined care setting ,1
256,Imported Shape,,253,,,,,,,Automated Retinal Diagnosis,A deep learning architecture comprising 2 different Neural Networks: segmentation & classification,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
257,Imported Shape,,253,,,,,,,Assurance Strategy,Argument over sufficiency of both networks ,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
258,Imported Shape,,253,,,,,,,Experts Profiles,"4 retina specialists with 21, 21, 13 and 12 years of experience and 4 optometrists with 15, 9, 6 and 3 years of experience ",true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
259,Imported Shape,,253,,,,,,,Performance ,"Using only OCT scans, network performance matched the 2 best retina specialists and outperformed all other experts",true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
260,Imported Shape,,253,,,,,,,Training Data,14884 scans for 7621 patients who were referred with macular pathology symptoms,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
261,Imported Shape,,253,,,,,,,Segmentation Network Claim,Segmentation network creates detailed human interpretable tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
262,Imported Shape,,253,,,,,,,Outcome Performance,The tissue-segmentation map is at least as good as manual segmentation ,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
263,Imported Shape,,253,,,,,,,Segmentation Network ,3-dimensional U-Net architecture to translate a raw OCT scan to a tissue-segmentation map ,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
264,Imported Shape,,253,,,,,,,"Tissue-segmentation Map 
",Used for identifying clinical features in scans for diagnosis,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
265,Imported Shape,,253,,,,,,,Unambiguous Regions,Tissue-segmentation map obtained by network is consistent with manual segmentation map,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
266,Imported Shape,,253,,,,,,,"Segmentation Visualisation
",Clinicians can visualise segmentation outcome & understand the process rather being simply presented with a diagnosis and referral suggestions ,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
267,Imported Shape,,253,,,,,,,Ambiguous Regions,The ambiguous regions in OCT scans are addressed by training multiple instances of the network,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
268,Imported Shape,,253,,,,,,,Ambigous Regions Evidence,Video displaying multiple segmentation hypotheses (Supplementary videos 1-9),true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
269,Imported Shape,,253,,,,,,,Outcome Interpretability,"The tissue-segmentation map is readily viewable by a clinician 
",true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
270,Imported Shape,,253,,,,,,,Segmentation Strategy,Argument over ambiguous and unambiguous regions,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
271,Decision,Flowchart Shapes,253,,,,,,,,,,,,,,,,,,,,
272,Imported Shape,,253,,,,,,,Ambiguous Low-quality Regions,"Different maps, similar to human experts, agree in areas where image is clear but may contain different (but plausible) interpretations in ambiguous low-quality regions",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
273,Imported Shape,,253,,,,,,,Timeline,Experts had 2 sessions with a two week gap: (1) referral with only scans; (2) referral with scans plus fundus images & clinical notes,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
274,Imported Shape,,253,,,,,,,Performance + Clinical Info,With additional information expert performance improved but the network remained as good as the best 5 experts and outperformed the other 3.,true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
275,Imported Shape,,253,,,,,,,Classification Performance Evidence,Results on Patient Referral Decisions (Figure 3),true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
276,Imported Shape,,253,,,,,,,Gold Standard,Gold standard obtained by examining clinical records to determine the final diagnosis and optimal referral pathway,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
277,Imported Shape,,253,,,,,,,Clinical Setting,"Triage in an ophthalmology referral pathway at Moorfields Eye Hospital, with more than 50 common diagnoses",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
278,Imported Shape,,253,,,,,,,Test Data,997 included in the gold standard (not included in training dataset ),true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
279,Imported Shape,,253,,,,,,,"Clinical Impact Weighting
","By weighted different types of diagnostic errors, performance was not achieved at cost of missing clinically important sight-threatening diagnoses",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
280,Imported Shape,,253,,,,,,,Automated Segmentation  Evidence,"Results of Segmentation Network 
(Figure 2 and Supplementary Figure 13)",true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
281,Imported Shape,,253,,,,,,,Classification Network,3-dimensional version of dense blocks using 3 × 3 × 1 and 1 × 1 × 3 convolutions,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
282,Imported Shape,,253,,,,,,,Experts Profiles,Manual segmentation by trained X ophthalmologists. Results  were then reviewed and edited by a senior ophthalmologist with over 10 years of experience,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
283,Imported Shape,,253,,,,,,,Training strategy,"Five instances for both networks are trained, with a different order of input and random weight initialisations. Combining the outputs has produced 25 classification outputs per scan. Results reported are obtained after averaging the probabilities estimated by these models.",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
284,Imported Shape,,253,,,,,,,Device Independence evidence,"Performance Results 
(Table 1)",true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
285,Imported Shape,,253,,,,,,,Transition between Networks,Segmentation network produces device-independent tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
286,Imported Shape,,253,,,,,,,Training Data,Scans from two different devices Topcon 3D  (877) & Spectralis (152),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
287,Imported Shape,,253,,,,,,,Training Device Strategy,Argument by training segmentation network on scans from 2 different devices,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
288,Imported Shape,,253,,,,,,,Device Independence Results,An Area Under ROC Curve (AUC) of 99.21 and 99.93 is achieved respectively for the 1st and the 2nd device considering urgent referral,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
289,Imported Shape,,253,,,,,,, Test Data,Scans from two different devices Topcon 3D  (997) & Spectralis (116),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
290,Imported Shape,,253,,,,,,,Device Independence ,"Ability to build a tissue segmentation map independent from the OCT scan device, making classification network device independent",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
291,Imported Shape,,253,,,,,,, Validation Data,Scans from two different devices Topcon 3D  (224) & Spectralis (112),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
292,Imported Shape,,253,,,,,,,Validation Data,993 graded by three junior graders. Disagreement in clinical labels arbitrated by a senior grader. ,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
293,Imported Shape,,253,,,,,,,Training strategy,"Per OCT, 3–5 slices, best representing pathological features, were selected and manually segmented by the experts. ",true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
294,Note,Default,253,,,,,,,Is there a way to merge these two?,,,,,,,,,,,,,
295,Line,,253,,,255,277,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
296,Line,,253,,,255,256,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
297,Line,,253,,,255,257,None,Arrow,,,,,,,,solved_by,,,,1,,3
298,Line,,253,,,254,259,None,Arrow,,,,,,,,solved_by,,,,1,,3
299,Line,,253,,,254,258,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
300,Line,,253,,,254,260,None,Hollow Arrow,,,,,,,,,,,,,,
301,Line,,253,,,257,261,None,Arrow,,,,,,,,,,,,,,
302,Line,,253,,,261,262,None,Arrow,,,,,,,,,,,,,,
303,Line,,253,,,261,264,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
304,Line,,253,,,257,263,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
305,Line,,253,,,270,265,None,Arrow,,,,,,,,,,,,,,
306,Line,,253,,,265,280,None,Arrow,,,,,,,,,,,,,,
307,Line,,253,,,269,266,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
308,Line,,253,,,262,270,None,Arrow,,,,,,,,,,,,,,
309,Line,,253,,,267,268,None,Arrow,,,,,,,,,,,,,,
310,Line,,253,,,261,269,None,Arrow,,,,,,,,,,,,,,
311,Line,,253,,,270,267,None,Arrow,,,,,,,,,,,,,,
312,Line,,253,,,267,272,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
313,Line,,253,,,254,273,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
314,Line,,253,,,254,274,None,Arrow,,,,,,,,solved_by,,,,1,,3
315,Line,,253,,,274,275,None,Arrow,,,,,,,,solved_by,,,,1,,3
316,Line,,253,,,254,276,None,Hollow Arrow,,,,,,,,,,,,,,
317,Line,,253,,,254,278,None,Hollow Arrow,,,,,,,,,,,,,,
318,Line,,253,,,259,275,None,Arrow,,,,,,,,solved_by,,,,1,,3
319,Line,,253,,,254,279,None,Hollow Arrow,,,,,,,,,,,,,,
320,Line,,253,,,257,281,None,Hollow Arrow,,,,,,,,,,,,,,
321,Line,,253,,,261,282,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
322,Line,,253,,,254,292,None,Hollow Arrow,,,,,,,,,,,,,,
323,Line,,253,,,287,288,None,Arrow,,,,,,,,,,,,,,
324,Line,,253,,,285,287,None,Arrow,,,,,,,,,,,,,,
325,Line,,253,,,288,284,None,Arrow,,,,,,,,,,,,,,
326,Line,,253,,,261,286,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
327,Line,,253,,,261,289,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
328,Line,,253,,,285,290,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
329,Line,,253,,,261,291,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
330,Line,,253,,,257,254,None,Arrow,,,,,,,,,,,,,,
331,Line,,253,,,261,285,None,Arrow,,,,,,,,,,,,,,
332,Page,,,,,,,,,With 2 branches Updated,,,,,,,,,,,,,
333,Imported Shape,,332,,,,,,,Classification Network Claim,Classification network achieves or exceeds expert performance with tissue segmentation maps as input,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
334,Imported Shape,,332,,,,,,,ML Assurance Claim,Automated Retinal Diagnosis provides the correct diagnosis and referral in the defined clinical setting ,true,,true,true,,goal,,HIT Safety ,,,Health IT is safe to use in the defined care setting ,1
335,Imported Shape,,332,,,,,,,Automated Retinal Diagnosis,A deep learning architecture comprising 2 different Neural Networks: segmentation & classification,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
336,Imported Shape,,332,,,,,,,Assurance Strategy,Argument over sufficiency of both networks ,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
337,Imported Shape,,332,,,,,,,Experts Profiles,"4 retina specialists with 21, 21, 13 and 12 years of experience and 4 optometrists with 15, 9, 6 and 3 years of experience ",true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
338,Imported Shape,,332,,,,,,,Performance ,"Using only OCT scans, network performance matched the 2 best retina specialists and outperformed all other experts",true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
339,Imported Shape,,332,,,,,,,Training Data,14884 scans for 7621 patients who were referred with macular pathology symptoms,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
340,Imported Shape,,332,,,,,,,Segmentation Network Claim,Segmentation network creates detailed human interpretable tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
341,Imported Shape,,332,,,,,,,Segmentation Network ,3-dimensional U-Net architecture to translate a raw OCT scan to a tissue-segmentation map ,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
342,Imported Shape,,332,,,,,,,"Tissue-segmentation Map 
",Used for identifying clinical features in scans for diagnosis,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
343,Imported Shape,,332,,,,,,,Unambiguous Regions,Tissue-segmentation map obtained by network is consistent with manual segmentation map,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
344,Imported Shape,,332,,,,,,,"Segmentation Visualisation
",Clinicians can visualise segmentation outcome & understand process rather simply presented with a diagnosis & referral suggestions ,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
345,Imported Shape,,332,,,,,,,Ambiguous Regions,The ambiguous regions in OCT scans are addressed by training multiple instances of the network,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
346,Imported Shape,,332,,,,,,,Ambigous Regions Evidence,Video displaying multiple segmentation hypotheses ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
347,Imported Shape,,332,,,,,,,Segmentation Outcome Interpretability,"The tissue-segmentation map is readily viewable by a clinician 
",true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
348,Imported Shape,,332,,,,,,,Output Strategy,Argument over ambiguous and unambiguous regions,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
349,Decision,Flowchart Shapes,332,,,,,,,,,,,,,,,,,,,,
350,Imported Shape,,332,,,,,,,Ambiguous Low-quality Regions,"Different maps, similar to human experts, agree in areas where image is clear but may contain different (but plausible) interpretations in ambiguous low-quality regions",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
351,Imported Shape,,332,,,,,,,Timeline,Experts had 2 sessions with a two week gap: (1) referral with only scans; (2) referral with scans plus fundus images & clinical notes,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
352,Imported Shape,,332,,,,,,,Performance + Clinical Info,With additional information expert performance improved but the network remained as good as the best 5 experts and outperformed the other 3.,true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
353,Imported Shape,,332,,,,,,,Classification Performance Evidence,Results on Patient Referral Decisions ,true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
354,Imported Shape,,332,,,,,,,Gold Standard,Gold standard obtained by examining clinical records to determine the final diagnosis and optimal referral pathway,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
355,Imported Shape,,332,,,,,,,Clinical Setting,"Triage in an ophthalmology referral pathway at Moorfields Eye Hospital, with more than 50 common diagnoses",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
356,Imported Shape,,332,,,,,,,Test Data,997 included in the gold standard (not included in training dataset ),true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
357,Imported Shape,,332,,,,,,,"Clinical Impact Weighting
","By weighted different types of diagnostic errors, performance was not achieved at cost of missing clinically important sight-threatening diagnoses",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
358,Imported Shape,,332,,,,,,,Automated Segmentation  Evidence,Results of Segmentation Network ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
359,Imported Shape,,332,,,,,,,Classification Network,3-dimensional version of dense blocks using 3 × 3 × 1 and 1 × 1 × 3 convolutions,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
360,Imported Shape,,332,,,,,,,Experts Profiles,Manual segmentation by X trained ophthalmologists & then reviewed and edited by a senior ophthalmologist with over 10 years of experience,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
361,Imported Shape,,332,,,,,,,Training strategy,"Five instances for both networks are trained, with a different order of input and random weight initialisations. Combining the outputs has produced 25 classification outputs per scan. Results reported are obtained after averaging the probabilities estimated by these models.",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
362,Imported Shape,,332,,,,,,,Device Independence evidence,Performance Results ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
363,Imported Shape,,332,,,,,,,Segmentation Outcome Performance,Segmentation network produces device-independent tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
364,Imported Shape,,332,,,,,,,Training Data,Scans from two different devices Topcon 3D  (877) & Spectralis (152),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
365,Imported Shape,,332,,,,,,,Device Training Strategy,Argument by training segmentation network on scans from 2 different devices,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
366,Imported Shape,,332,,,,,,,Device Independence Results,An Area Under ROC Curve (AUC) of 99.21 and 99.93 is achieved respectively for the 1st and the 2nd device considering urgent referral,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
367,Imported Shape,,332,,,,,,, Test Data,Scans from two different devices Topcon 3D  (997) & Spectralis (116),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
368,Imported Shape,,332,,,,,,,Device Independence ,"A tissue segmentation map independent from the OCT scan device, making classification network device independent",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
369,Imported Shape,,332,,,,,,, Validation Data,Scans from two different devices Topcon 3D  (224) & Spectralis (112),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
370,Imported Shape,,332,,,,,,,Validation Data,993 graded by three junior graders. Disagreement in clinical labels arbitrated by a senior grader. ,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
371,Imported Shape,,332,,,,,,,Training strategy,"Per OCT, 3–5 slices, best representing pathological features, were selected and manually segmented by the experts. ",true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
372,Line,,332,,,334,355,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
373,Line,,332,,,334,335,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
374,Line,,332,,,334,336,None,Arrow,,,,,,,,solved_by,,,,1,,3
375,Line,,332,,,333,338,None,Arrow,,,,,,,,solved_by,,,,1,,3
376,Line,,332,,,333,337,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
377,Line,,332,,,333,339,None,Hollow Arrow,,,,,,,,,,,,,,
378,Line,,332,,,336,340,None,Arrow,,,,,,,,,,,,,,
379,Line,,332,,,340,342,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
380,Line,,332,,,336,341,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
381,Line,,332,,,348,343,None,Arrow,,,,,,,,,,,,,,
382,Line,,332,,,343,358,None,Arrow,,,,,,,,,,,,,,
383,Line,,332,,,347,344,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
384,Line,,332,,,363,348,None,Arrow,,,,,,,,,,,,,,
385,Line,,332,,,345,346,None,Arrow,,,,,,,,,,,,,,
386,Line,,332,,,340,347,None,Arrow,,,,,,,,,,,,,,
387,Line,,332,,,348,345,None,Arrow,,,,,,,,,,,,,,
